"activity" "subject" "variable" "value"
"2447" "SITTING" 17 "tBodyAccJerk.mean.Y-average" 0.0056097104915625
"2448" "SITTING" 18 "tBodyAccJerk.mean.Y-average" 0.00694560289491228
"2449" "SITTING" 19 "tBodyAccJerk.mean.Y-average" 0.0137921005843836
"2450" "SITTING" 20 "tBodyAccJerk.mean.Y-average" 0.00597430268636364
"2451" "SITTING" 21 "tBodyAccJerk.mean.Y-average" 0.0121020139594259
"2452" "SITTING" 22 "tBodyAccJerk.mean.Y-average" -0.000842715149193548
"2453" "SITTING" 23 "tBodyAccJerk.mean.Y-average" 0.0101351394211029
"2454" "SITTING" 24 "tBodyAccJerk.mean.Y-average" 0.00476702575745588
"2455" "SITTING" 25 "tBodyAccJerk.mean.Y-average" 0.00485415893230769
"2456" "SITTING" 26 "tBodyAccJerk.mean.Y-average" 0.00692238958961538
"2457" "SITTING" 27 "tBodyAccJerk.mean.Y-average" 0.004670724222
"2458" "SITTING" 28 "tBodyAccJerk.mean.Y-average" 0.0148338232684722
"2459" "SITTING" 29 "tBodyAccJerk.mean.Y-average" 0.00598531404666667
"2460" "SITTING" 30 "tBodyAccJerk.mean.Y-average" 0.00975692523887097
"2461" "STANDING" 1 "tBodyAccJerk.mean.Y-average" 0.00797573092830189
"2462" "STANDING" 2 "tBodyAccJerk.mean.Y-average" 0.0103291774794444
"2463" "STANDING" 3 "tBodyAccJerk.mean.Y-average" 0.00771663644590164
"2464" "STANDING" 4 "tBodyAccJerk.mean.Y-average" -0.00653015693773214
"2465" "STANDING" 5 "tBodyAccJerk.mean.Y-average" -0.00221990214464286
"2466" "STANDING" 6 "tBodyAccJerk.mean.Y-average" 0.00871883993421053
"2467" "STANDING" 7 "tBodyAccJerk.mean.Y-average" 0.00694700354075472
"2468" "STANDING" 8 "tBodyAccJerk.mean.Y-average" 0.00814951727462963
"2469" "STANDING" 9 "tBodyAccJerk.mean.Y-average" 0.0130699796066667
"2470" "STANDING" 10 "tBodyAccJerk.mean.Y-average" 0.0119007630575
"2471" "STANDING" 11 "tBodyAccJerk.mean.Y-average" 0.0124130965551064
"2472" "STANDING" 12 "tBodyAccJerk.mean.Y-average" 0.0100480041062295
"2473" "STANDING" 13 "tBodyAccJerk.mean.Y-average" 0.00762035230350877
"2474" "STANDING" 14 "tBodyAccJerk.mean.Y-average" 0.00579566182983333
"2475" "STANDING" 15 "tBodyAccJerk.mean.Y-average" 0.00617255520183019
"2476" "STANDING" 16 "tBodyAccJerk.mean.Y-average" 0.0120767950358846
"2477" "STANDING" 17 "tBodyAccJerk.mean.Y-average" 0.00657853452564103
"2478" "STANDING" 18 "tBodyAccJerk.mean.Y-average" 0.0104698718417123
"2479" "STANDING" 19 "tBodyAccJerk.mean.Y-average" 0.00991338273931507
"2480" "STANDING" 20 "tBodyAccJerk.mean.Y-average" 0.0116930221630137
"2481" "STANDING" 21 "tBodyAccJerk.mean.Y-average" 0.0100621171270225
"2482" "STANDING" 22 "tBodyAccJerk.mean.Y-average" 0.0107286964173016
"2483" "STANDING" 23 "tBodyAccJerk.mean.Y-average" 0.0105861517936765
"2484" "STANDING" 24 "tBodyAccJerk.mean.Y-average" 0.0109839689101449
"2485" "STANDING" 25 "tBodyAccJerk.mean.Y-average" 0.0066321397672973
"2486" "STANDING" 26 "tBodyAccJerk.mean.Y-average" 0.0081732226404054
"2487" "STANDING" 27 "tBodyAccJerk.mean.Y-average" 0.0122433312349875
"2488" "STANDING" 28 "tBodyAccJerk.mean.Y-average" 0.00907363218518987
"2489" "STANDING" 29 "tBodyAccJerk.mean.Y-average" 0.0115104978664615
"2490" "STANDING" 30 "tBodyAccJerk.mean.Y-average" 0.0120860416340678
"2491" "LAYING" 1 "tBodyAccJerk.mean.Y-average" 0.0038382040088
"2492" "LAYING" 2 "tBodyAccJerk.mean.Y-average" 0.012254788451875
"2493" "LAYING" 3 "tBodyAccJerk.mean.Y-average" 0.0138041011306452
"2494" "LAYING" 4 "tBodyAccJerk.mean.Y-average" 0.00693313213968519
"2495" "LAYING" 5 "tBodyAccJerk.mean.Y-average" 0.00747460829615385
"2496" "LAYING" 6 "tBodyAccJerk.mean.Y-average" -0.00114529240245614
"2497" "LAYING" 7 "tBodyAccJerk.mean.Y-average" 0.0250624183634615
"2498" "LAYING" 8 "tBodyAccJerk.mean.Y-average" 0.0233299159137037
"2499" "LAYING" 9 "tBodyAccJerk.mean.Y-average" 0.011561732718
"2500" "LAYING" 10 "tBodyAccJerk.mean.Y-average" 0.015698997097069
"2501" "LAYING" 11 "tBodyAccJerk.mean.Y-average" 0.0122193853629825
"2502" "LAYING" 12 "tBodyAccJerk.mean.Y-average" 0.00774408308
"2503" "LAYING" 13 "tBodyAccJerk.mean.Y-average" 0.0183441894580645
"2504" "LAYING" 14 "tBodyAccJerk.mean.Y-average" -0.00831507059607843
"2505" "LAYING" 15 "tBodyAccJerk.mean.Y-average" 0.0123984271386111
"2506" "LAYING" 16 "tBodyAccJerk.mean.Y-average" 0.0132805054325714
"2507" "LAYING" 17 "tBodyAccJerk.mean.Y-average" 0.00706867100408451
"2508" "LAYING" 18 "tBodyAccJerk.mean.Y-average" 0.0117018961415385
"2509" "LAYING" 19 "tBodyAccJerk.mean.Y-average" 0.011149573306747
"2510" "LAYING" 20 "tBodyAccJerk.mean.Y-average" 0.00110822495382353
"2511" "LAYING" 21 "tBodyAccJerk.mean.Y-average" 0.0119943671007778
"2512" "LAYING" 22 "tBodyAccJerk.mean.Y-average" 0.00459834754236111
"2513" "LAYING" 23 "tBodyAccJerk.mean.Y-average" 0.01535144005125
"2514" "LAYING" 24 "tBodyAccJerk.mean.Y-average" 0.0119819524179167
"2515" "LAYING" 25 "tBodyAccJerk.mean.Y-average" 0.0284619311524658
"2516" "LAYING" 26 "tBodyAccJerk.mean.Y-average" 0.0124420033513158
"2517" "LAYING" 27 "tBodyAccJerk.mean.Y-average" 0.0126491088851351
"2518" "LAYING" 28 "tBodyAccJerk.mean.Y-average" 0.005939923320625
"2519" "LAYING" 29 "tBodyAccJerk.mean.Y-average" 0.0116912059556522
"2520" "LAYING" 30 "tBodyAccJerk.mean.Y-average" 0.0107680190087143
"2521" "WALKING" 1 "tBodyAccJerk.mean.Z-average" -0.00416840617789474
"2522" "WALKING" 2 "tBodyAccJerk.mean.Z-average" 0.00789533706610169
"2523" "WALKING" 3 "tBodyAccJerk.mean.Z-average" -0.00562264594827586
"2524" "WALKING" 4 "tBodyAccJerk.mean.Z-average" -0.000767679338333334
"2525" "WALKING" 5 "tBodyAccJerk.mean.Z-average" 8.32159351785732e-05
"2526" "WALKING" 6 "tBodyAccJerk.mean.Z-average" -0.00738931200701754
"2527" "WALKING" 7 "tBodyAccJerk.mean.Z-average" -0.0210398551649123
"2528" "WALKING" 8 "tBodyAccJerk.mean.Z-average" -0.000673798876875
"2529" "WALKING" 9 "tBodyAccJerk.mean.Z-average" 0.00414762740192308
"2530" "WALKING" 10 "tBodyAccJerk.mean.Z-average" -0.0162953195396226
"2531" "WALKING" 11 "tBodyAccJerk.mean.Z-average" -0.013364827779661
"2532" "WALKING" 12 "tBodyAccJerk.mean.Z-average" 0.005025870328
"2533" "WALKING" 13 "tBodyAccJerk.mean.Z-average" 0.00597249011754386
"2534" "WALKING" 14 "tBodyAccJerk.mean.Z-average" 0.0199723036949153
"2535" "WALKING" 15 "tBodyAccJerk.mean.Z-average" 0.000658706162574074
"2536" "WALKING" 16 "tBodyAccJerk.mean.Z-average" 0.00360803282352941
"2537" "WALKING" 17 "tBodyAccJerk.mean.Z-average" 0.0243753334442623
"2538" "WALKING" 18 "tBodyAccJerk.mean.Z-average" 0.010685091
"2539" "WALKING" 19 "tBodyAccJerk.mean.Z-average" -0.0327528722288462
"2540" "WALKING" 20 "tBodyAccJerk.mean.Z-average" 0.00634457223529412
"2541" "WALKING" 21 "tBodyAccJerk.mean.Z-average" -0.0101813421307692
"2542" "WALKING" 22 "tBodyAccJerk.mean.Z-average" 0.00443691445434783
"2543" "WALKING" 23 "tBodyAccJerk.mean.Z-average" -0.00190810641525424
"2544" "WALKING" 24 "tBodyAccJerk.mean.Z-average" -0.0116401387758621
"2545" "WALKING" 25 "tBodyAccJerk.mean.Z-average" -0.00335098680675676
"2546" "WALKING" 26 "tBodyAccJerk.mean.Z-average" -0.00618305784355932
"2547" "WALKING" 27 "tBodyAccJerk.mean.Z-average" -0.020752327245614
"2548" "WALKING" 28 "tBodyAccJerk.mean.Z-average" -0.00762915201666667
"2549" "WALKING" 29 "tBodyAccJerk.mean.Z-average" 0.00941547304716981
"2550" "WALKING" 30 "tBodyAccJerk.mean.Z-average" -0.00739534236
"2551" "WALKING_UPSTAIRS" 1 "tBodyAccJerk.mean.Z-average" -0.0455625449113208
"2552" "WALKING_UPSTAIRS" 2 "tBodyAccJerk.mean.Z-average" 0.01948143925
"2553" "WALKING_UPSTAIRS" 3 "tBodyAccJerk.mean.Z-average" 0.0208205538101695
"2554" "WALKING_UPSTAIRS" 4 "tBodyAccJerk.mean.Z-average" 0.00340280836730769
"2555" "WALKING_UPSTAIRS" 5 "tBodyAccJerk.mean.Z-average" -0.025590953282766
"2556" "WALKING_UPSTAIRS" 6 "tBodyAccJerk.mean.Z-average" -0.00237816579411765
"2557" "WALKING_UPSTAIRS" 7 "tBodyAccJerk.mean.Z-average" -7.4519666666666e-05
"2558" "WALKING_UPSTAIRS" 8 "tBodyAccJerk.mean.Z-average" -0.0674583919268293
"2559" "WALKING_UPSTAIRS" 9 "tBodyAccJerk.mean.Z-average" 0.00766046602367347
"2560" "WALKING_UPSTAIRS" 10 "tBodyAccJerk.mean.Z-average" -0.0513375831851064
"2561" "WALKING_UPSTAIRS" 11 "tBodyAccJerk.mean.Z-average" -0.0151463896833333
"2562" "WALKING_UPSTAIRS" 12 "tBodyAccJerk.mean.Z-average" 0.00906662793461539
"2563" "WALKING_UPSTAIRS" 13 "tBodyAccJerk.mean.Z-average" -0.0254126299290909
"2564" "WALKING_UPSTAIRS" 14 "tBodyAccJerk.mean.Z-average" 0.00344199486481481
"2565" "WALKING_UPSTAIRS" 15 "tBodyAccJerk.mean.Z-average" -0.00525879898958333
"2566" "WALKING_UPSTAIRS" 16 "tBodyAccJerk.mean.Z-average" 0.0380533591627451
"2567" "WALKING_UPSTAIRS" 17 "tBodyAccJerk.mean.Z-average" 0.00759533846458334
"2568" "WALKING_UPSTAIRS" 18 "tBodyAccJerk.mean.Z-average" 0.0093589662862069
"2569" "WALKING_UPSTAIRS" 19 "tBodyAccJerk.mean.Z-average" 0.0316681980575
"2570" "WALKING_UPSTAIRS" 20 "tBodyAccJerk.mean.Z-average" -0.024542099304902
"2571" "WALKING_UPSTAIRS" 21 "tBodyAccJerk.mean.Z-average" -0.0360115472978723
"2572" "WALKING_UPSTAIRS" 22 "tBodyAccJerk.mean.Z-average" -0.033616970907381
"2573" "WALKING_UPSTAIRS" 23 "tBodyAccJerk.mean.Z-average" 0.0159234167843137
"2574" "WALKING_UPSTAIRS" 24 "tBodyAccJerk.mean.Z-average" -0.0132353651798305
"2575" "WALKING_UPSTAIRS" 25 "tBodyAccJerk.mean.Z-average" -0.0116906813498462
"2576" "WALKING_UPSTAIRS" 26 "tBodyAccJerk.mean.Z-average" -0.0117089275472727
"2577" "WALKING_UPSTAIRS" 27 "tBodyAccJerk.mean.Z-average" 0.0067467910745098
"2578" "WALKING_UPSTAIRS" 28 "tBodyAccJerk.mean.Z-average" 0.00749081657058823
"2579" "WALKING_UPSTAIRS" 29 "tBodyAccJerk.mean.Z-average" -0.0290713871612245
"2580" "WALKING_UPSTAIRS" 30 "tBodyAccJerk.mean.Z-average" 0.0161506198923077
"2581" "WALKING_DOWNSTAIRS" 1 "tBodyAccJerk.mean.Z-average" -0.0109719730183673
"2582" "WALKING_DOWNSTAIRS" 2 "tBodyAccJerk.mean.Z-average" -0.0209351677765957
"2583" "WALKING_DOWNSTAIRS" 3 "tBodyAccJerk.mean.Z-average" -0.00202727978142857
"2584" "WALKING_DOWNSTAIRS" 4 "tBodyAccJerk.mean.Z-average" -0.00729137766444444
"2585" "WALKING_DOWNSTAIRS" 5 "tBodyAccJerk.mean.Z-average" 0.0213397664446809
"2586" "WALKING_DOWNSTAIRS" 6 "tBodyAccJerk.mean.Z-average" -0.00932470617291667
"2587" "WALKING_DOWNSTAIRS" 7 "tBodyAccJerk.mean.Z-average" -0.0160390392510638
"2588" "WALKING_DOWNSTAIRS" 8 "tBodyAccJerk.mean.Z-average" -0.0394356157631579
"2589" "WALKING_DOWNSTAIRS" 9 "tBodyAccJerk.mean.Z-average" 0.00262568854761905
"2590" "WALKING_DOWNSTAIRS" 10 "tBodyAccJerk.mean.Z-average" 0.000152617173684209
"2591" "WALKING_DOWNSTAIRS" 11 "tBodyAccJerk.mean.Z-average" -0.0225208905847826
"2592" "WALKING_DOWNSTAIRS" 12 "tBodyAccJerk.mean.Z-average" 0.00485262425869565
"2593" "WALKING_DOWNSTAIRS" 13 "tBodyAccJerk.mean.Z-average" -0.0252977670276596
"2594" "WALKING_DOWNSTAIRS" 14 "tBodyAccJerk.mean.Z-average" 0.0104952601188889
"2595" "WALKING_DOWNSTAIRS" 15 "tBodyAccJerk.mean.Z-average" -0.0100212901547619
"2596" "WALKING_DOWNSTAIRS" 16 "tBodyAccJerk.mean.Z-average" -0.029312256293617
"2597" "WALKING_DOWNSTAIRS" 17 "tBodyAccJerk.mean.Z-average" -0.00939838078195652
"2598" "WALKING_DOWNSTAIRS" 18 "tBodyAccJerk.mean.Z-average" -0.01417699182
"2599" "WALKING_DOWNSTAIRS" 19 "tBodyAccJerk.mean.Z-average" -0.00955202497435897
"2600" "WALKING_DOWNSTAIRS" 20 "tBodyAccJerk.mean.Z-average" -0.00253482149777778
"2601" "WALKING_DOWNSTAIRS" 21 "tBodyAccJerk.mean.Z-average" -0.0125551085533333
"2602" "WALKING_DOWNSTAIRS" 22 "tBodyAccJerk.mean.Z-average" 0.0112499015
"2603" "WALKING_DOWNSTAIRS" 23 "tBodyAccJerk.mean.Z-average" -0.000982717101851849
"2604" "WALKING_DOWNSTAIRS" 24 "tBodyAccJerk.mean.Z-average" -0.00846915857363636
"2605" "WALKING_DOWNSTAIRS" 25 "tBodyAccJerk.mean.Z-average" -0.0113348791672414
"2606" "WALKING_DOWNSTAIRS" 26 "tBodyAccJerk.mean.Z-average" -0.01189114264
"2607" "WALKING_DOWNSTAIRS" 27 "tBodyAccJerk.mean.Z-average" -0.00985034750909091
"2608" "WALKING_DOWNSTAIRS" 28 "tBodyAccJerk.mean.Z-average" 0.00123950141304348
"2609" "WALKING_DOWNSTAIRS" 29 "tBodyAccJerk.mean.Z-average" -0.0140642983104167
"2610" "WALKING_DOWNSTAIRS" 30 "tBodyAccJerk.mean.Z-average" -0.0118301423032258
"2611" "SITTING" 1 "tBodyAccJerk.mean.Z-average" -0.00336779235021277
"2612" "SITTING" 2 "tBodyAccJerk.mean.Z-average" 0.00760546929869565
"2613" "SITTING" 3 "tBodyAccJerk.mean.Z-average" -0.00423348373557692
"2614" "SITTING" 4 "tBodyAccJerk.mean.Z-average" -0.0121499951596
"2615" "SITTING" 5 "tBodyAccJerk.mean.Z-average" 0.00338609594827273
"2616" "SITTING" 6 "tBodyAccJerk.mean.Z-average" 0.00623727782090909
"2617" "SITTING" 7 "tBodyAccJerk.mean.Z-average" 0.0162004141964583
"2618" "SITTING" 8 "tBodyAccJerk.mean.Z-average" -0.0106808920069565
"2619" "SITTING" 9 "tBodyAccJerk.mean.Z-average" -0.008674672651
"2620" "SITTING" 10 "tBodyAccJerk.mean.Z-average" -0.00499566427666667
"2621" "SITTING" 11 "tBodyAccJerk.mean.Z-average" 0.00833400761716981
"2622" "SITTING" 12 "tBodyAccJerk.mean.Z-average" -0.0020457599227451
"2623" "SITTING" 13 "tBodyAccJerk.mean.Z-average" -0.0232397245106122
"2624" "SITTING" 14 "tBodyAccJerk.mean.Z-average" -0.0105744513096296
"2625" "SITTING" 15 "tBodyAccJerk.mean.Z-average" -0.00237207545345763
"2626" "SITTING" 16 "tBodyAccJerk.mean.Z-average" -0.0115030575052174
"2627" "SITTING" 17 "tBodyAccJerk.mean.Z-average" -0.0015544841534375
"2628" "SITTING" 18 "tBodyAccJerk.mean.Z-average" 0.00278757042058246
"2629" "SITTING" 19 "tBodyAccJerk.mean.Z-average" 0.00173106800213699
"2630" "SITTING" 20 "tBodyAccJerk.mean.Z-average" 0.00160134859924242
"2631" "SITTING" 21 "tBodyAccJerk.mean.Z-average" -0.000175352166235294
"2632" "SITTING" 22 "tBodyAccJerk.mean.Z-average" -0.0126852481958065
"2633" "SITTING" 23 "tBodyAccJerk.mean.Z-average" -0.00148823351367647
"2634" "SITTING" 24 "tBodyAccJerk.mean.Z-average" -0.00113300171426471
"2635" "SITTING" 25 "tBodyAccJerk.mean.Z-average" 0.00210760835861538
"2636" "SITTING" 26 "tBodyAccJerk.mean.Z-average" -0.00780237981320513
"2637" "SITTING" 27 "tBodyAccJerk.mean.Z-average" -0.00611285425957143
"2638" "SITTING" 28 "tBodyAccJerk.mean.Z-average" 0.000257854017638888
"2639" "SITTING" 29 "tBodyAccJerk.mean.Z-average" 0.003167700952
"2640" "SITTING" 30 "tBodyAccJerk.mean.Z-average" -0.00278161828080645
"2641" "STANDING" 1 "tBodyAccJerk.mean.Z-average" -0.00368524954709434
"2642" "STANDING" 2 "tBodyAccJerk.mean.Z-average" -0.00837158846722222
"2643" "STANDING" 3 "tBodyAccJerk.mean.Z-average" -0.00807177934114754
"2644" "STANDING" 4 "tBodyAccJerk.mean.Z-average" -0.0211889890567857
"2645" "STANDING" 5 "tBodyAccJerk.mean.Z-average" -0.0122812220569643
"2646" "STANDING" 6 "tBodyAccJerk.mean.Z-average" -0.00481712245438596
"2647" "STANDING" 7 "tBodyAccJerk.mean.Z-average" -0.0108420294035849
"2648" "STANDING" 8 "tBodyAccJerk.mean.Z-average" 0.00322153267648148
"2649" "STANDING" 9 "tBodyAccJerk.mean.Z-average" -0.004700785502
"2650" "STANDING" 10 "tBodyAccJerk.mean.Z-average" -0.00485841031477273
"2651" "STANDING" 11 "tBodyAccJerk.mean.Z-average" -0.00074591623212766
"2652" "STANDING" 12 "tBodyAccJerk.mean.Z-average" -0.00788131384131148
"2653" "STANDING" 13 "tBodyAccJerk.mean.Z-average" -0.000704979340543859
"2654" "STANDING" 14 "tBodyAccJerk.mean.Z-average" -0.00720777760485
"2655" "STANDING" 15 "tBodyAccJerk.mean.Z-average" -0.00658737093471698
"2656" "STANDING" 16 "tBodyAccJerk.mean.Z-average" -0.00476310557910256
"2657" "STANDING" 17 "tBodyAccJerk.mean.Z-average" -0.00403599594166667
"2658" "STANDING" 18 "tBodyAccJerk.mean.Z-average" -0.00181640480191781
"2659" "STANDING" 19 "tBodyAccJerk.mean.Z-average" 0.00129216333878082
"2660" "STANDING" 20 "tBodyAccJerk.mean.Z-average" -0.00613681937487671
"2661" "STANDING" 21 "tBodyAccJerk.mean.Z-average" -0.00332093673865168
"2662" "STANDING" 22 "tBodyAccJerk.mean.Z-average" -0.00626291653857143
"2663" "STANDING" 23 "tBodyAccJerk.mean.Z-average" -0.00529260911370588
"2664" "STANDING" 24 "tBodyAccJerk.mean.Z-average" -0.00358774904913043
"2665" "STANDING" 25 "tBodyAccJerk.mean.Z-average" -0.00622808791433784
"2666" "STANDING" 26 "tBodyAccJerk.mean.Z-average" -0.00219497782824324
"2667" "STANDING" 27 "tBodyAccJerk.mean.Z-average" -0.00137950299425
"2668" "STANDING" 28 "tBodyAccJerk.mean.Z-average" -0.00267810077607595
"2669" "STANDING" 29 "tBodyAccJerk.mean.Z-average" 0.000332894985246154
"2670" "STANDING" 30 "tBodyAccJerk.mean.Z-average" 0.00190841458130508
"2671" "LAYING" 1 "tBodyAccJerk.mean.Z-average" 0.010834236361
"2672" "LAYING" 2 "tBodyAccJerk.mean.Z-average" -0.00180264895625
"2673" "LAYING" 3 "tBodyAccJerk.mean.Z-average" -0.00435625874355645
"2674" "LAYING" 4 "tBodyAccJerk.mean.Z-average" -0.00641054328740741
"2675" "LAYING" 5 "tBodyAccJerk.mean.Z-average" -0.00304067159653846
"2676" "LAYING" 6 "tBodyAccJerk.mean.Z-average" 0.00328817288070175
"2677" "LAYING" 7 "tBodyAccJerk.mean.Z-average" -0.0131653918205769
"2678" "LAYING" 8 "tBodyAccJerk.mean.Z-average" -0.0169218791344444
"2679" "LAYING" 9 "tBodyAccJerk.mean.Z-average" -0.0070536778584
"2680" "LAYING" 10 "tBodyAccJerk.mean.Z-average" 0.00716689586275862
"2681" "LAYING" 11 "tBodyAccJerk.mean.Z-average" 0.00277690502070175
"2682" "LAYING" 12 "tBodyAccJerk.mean.Z-average" -0.0043714837772
"2683" "LAYING" 13 "tBodyAccJerk.mean.Z-average" -0.00988389709596774
"2684" "LAYING" 14 "tBodyAccJerk.mean.Z-average" -0.0323601505045098
"2685" "LAYING" 15 "tBodyAccJerk.mean.Z-average" -0.00443927981861111
"2686" "LAYING" 16 "tBodyAccJerk.mean.Z-average" -0.00154105089764286
"2687" "LAYING" 17 "tBodyAccJerk.mean.Z-average" -0.000143542544507042
"2688" "LAYING" 18 "tBodyAccJerk.mean.Z-average" -0.00121344813430769
"2689" "LAYING" 19 "tBodyAccJerk.mean.Z-average" -0.000988690855325301
"2690" "LAYING" 20 "tBodyAccJerk.mean.Z-average" -0.00309891846569118
"2691" "LAYING" 21 "tBodyAccJerk.mean.Z-average" -0.0139053438591111
"2692" "LAYING" 22 "tBodyAccJerk.mean.Z-average" -0.00467438744166667
"2693" "LAYING" 23 "tBodyAccJerk.mean.Z-average" -0.00628235060277778
"2694" "LAYING" 24 "tBodyAccJerk.mean.Z-average" -0.00589225849902778
"2695" "LAYING" 25 "tBodyAccJerk.mean.Z-average" -0.0307179435315068
"2696" "LAYING" 26 "tBodyAccJerk.mean.Z-average" -0.00614755098663158
"2697" "LAYING" 27 "tBodyAccJerk.mean.Z-average" -0.000685549292837838
"2698" "LAYING" 28 "tBodyAccJerk.mean.Z-average" 0.006009719386425
"2699" "LAYING" 29 "tBodyAccJerk.mean.Z-average" 0.00241542784130435
"2700" "LAYING" 30 "tBodyAccJerk.mean.Z-average" -0.000374189681428571
"2701" "WALKING" 1 "tBodyAccJerk.std.X-average" -0.113615602435789
"2702" "WALKING" 2 "tBodyAccJerk.std.X-average" -0.277530462620339
"2703" "WALKING" 3 "tBodyAccJerk.std.X-average" -0.26867964387931
"2704" "WALKING" 4 "tBodyAccJerk.std.X-average" -0.297042612533333
"2705" "WALKING" 5 "tBodyAccJerk.std.X-average" -0.302891024625
"2706" "WALKING" 6 "tBodyAccJerk.std.X-average" -0.132784766936842
"2707" "WALKING" 7 "tBodyAccJerk.std.X-average" -0.346026226140351
"2708" "WALKING" 8 "tBodyAccJerk.std.X-average" -0.2586886278125
"2709" "WALKING" 9 "tBodyAccJerk.std.X-average" -0.206733787961538
"2710" "WALKING" 10 "tBodyAccJerk.std.X-average" -0.0521991013207547
"2711" "WALKING" 11 "tBodyAccJerk.std.X-average" -0.428516343559322
"2712" "WALKING" 12 "tBodyAccJerk.std.X-average" -0.01350661106
"2713" "WALKING" 13 "tBodyAccJerk.std.X-average" -0.220910068015789
"2714" "WALKING" 14 "tBodyAccJerk.std.X-average" -0.454497019661017
"2715" "WALKING" 15 "tBodyAccJerk.std.X-average" -0.373217585
"2716" "WALKING" 16 "tBodyAccJerk.std.X-average" -0.396223738431373
"2717" "WALKING" 17 "tBodyAccJerk.std.X-average" -0.355492635409836
"2718" "WALKING" 18 "tBodyAccJerk.std.X-average" -0.368056913928571
"2719" "WALKING" 19 "tBodyAccJerk.std.X-average" 0.110306729315577
"2720" "WALKING" 20 "tBodyAccJerk.std.X-average" -0.090645041854902
"2721" "WALKING" 21 "tBodyAccJerk.std.X-average" -0.114888873837692
"2722" "WALKING" 22 "tBodyAccJerk.std.X-average" 0.0358787094391304
"2723" "WALKING" 23 "tBodyAccJerk.std.X-average" -0.229328122305085
"2724" "WALKING" 24 "tBodyAccJerk.std.X-average" -0.485863255344828
"2725" "WALKING" 25 "tBodyAccJerk.std.X-average" -0.607620931621622
"2726" "WALKING" 26 "tBodyAccJerk.std.X-average" -0.328452881355932
"2727" "WALKING" 27 "tBodyAccJerk.std.X-average" -0.316184021578947
"2728" "WALKING" 28 "tBodyAccJerk.std.X-average" -0.335700184259259
"2729" "WALKING" 29 "tBodyAccJerk.std.X-average" -0.22143354279434
"2730" "WALKING" 30 "tBodyAccJerk.std.X-average" -0.374400941384615
"2731" "WALKING_UPSTAIRS" 1 "tBodyAccJerk.std.X-average" -0.446843887735849
"2732" "WALKING_UPSTAIRS" 2 "tBodyAccJerk.std.X-average" -0.276121886479167
"2733" "WALKING_UPSTAIRS" 3 "tBodyAccJerk.std.X-average" -0.458364616949153
"2734" "WALKING_UPSTAIRS" 4 "tBodyAccJerk.std.X-average" -0.380488027307692
"2735" "WALKING_UPSTAIRS" 5 "tBodyAccJerk.std.X-average" -0.223896564340426
"2736" "WALKING_UPSTAIRS" 6 "tBodyAccJerk.std.X-average" -0.180301156098039
"2737" "WALKING_UPSTAIRS" 7 "tBodyAccJerk.std.X-average" -0.415153115882353
"2738" "WALKING_UPSTAIRS" 8 "tBodyAccJerk.std.X-average" -0.186618895268293
"2739" "WALKING_UPSTAIRS" 9 "tBodyAccJerk.std.X-average" -0.335291644693878
"2740" "WALKING_UPSTAIRS" 10 "tBodyAccJerk.std.X-average" -0.187220175510638
"2741" "WALKING_UPSTAIRS" 11 "tBodyAccJerk.std.X-average" -0.452961683518519
"2742" "WALKING_UPSTAIRS" 12 "tBodyAccJerk.std.X-average" -0.359856972115385
"2743" "WALKING_UPSTAIRS" 13 "tBodyAccJerk.std.X-average" -0.487325539818182
"2744" "WALKING_UPSTAIRS" 14 "tBodyAccJerk.std.X-average" -0.368780418888889
"2745" "WALKING_UPSTAIRS" 15 "tBodyAccJerk.std.X-average" -0.186944664541667
"2746" "WALKING_UPSTAIRS" 16 "tBodyAccJerk.std.X-average" -0.521089140196078
"2747" "WALKING_UPSTAIRS" 17 "tBodyAccJerk.std.X-average" -0.292665827083333
"2748" "WALKING_UPSTAIRS" 18 "tBodyAccJerk.std.X-average" -0.563202134655172
"2749" "WALKING_UPSTAIRS" 19 "tBodyAccJerk.std.X-average" -0.1742790558
"2750" "WALKING_UPSTAIRS" 20 "tBodyAccJerk.std.X-average" -0.185695388078431
"2751" "WALKING_UPSTAIRS" 21 "tBodyAccJerk.std.X-average" -0.424052014680851
"2752" "WALKING_UPSTAIRS" 22 "tBodyAccJerk.std.X-average" -0.00853992680952381
"2753" "WALKING_UPSTAIRS" 23 "tBodyAccJerk.std.X-average" -0.365398622764706
"2754" "WALKING_UPSTAIRS" 24 "tBodyAccJerk.std.X-average" -0.49876467220339
"2755" "WALKING_UPSTAIRS" 25 "tBodyAccJerk.std.X-average" -0.663642746307692
"2756" "WALKING_UPSTAIRS" 26 "tBodyAccJerk.std.X-average" -0.290879965872727
"2757" "WALKING_UPSTAIRS" 27 "tBodyAccJerk.std.X-average" -0.468066189411765
"2758" "WALKING_UPSTAIRS" 28 "tBodyAccJerk.std.X-average" -0.312671655921569
"2759" "WALKING_UPSTAIRS" 29 "tBodyAccJerk.std.X-average" -0.182365815065306
"2760" "WALKING_UPSTAIRS" 30 "tBodyAccJerk.std.X-average" -0.535420203384615
"2761" "WALKING_DOWNSTAIRS" 1 "tBodyAccJerk.std.X-average" -0.012283860544898
"2762" "WALKING_DOWNSTAIRS" 2 "tBodyAccJerk.std.X-average" 0.147249143238298
"2763" "WALKING_DOWNSTAIRS" 3 "tBodyAccJerk.std.X-average" -0.0858010042244898
